timestamp,capital,trade_id,trade_pnl,peak,drawdown,drawdown_pct,return_pct,cumulative_pnl
2026-01-25 10:35:15.402763,500.0,,0.0,500.0,0.0,0.0,0.0,0.0
2025-07-07 18:00:00.000000,495.4088084411297,BT_0000,-4.591191558870304,500.0,-0.009182383117740642,-0.9182383117740642,-0.9182383117740642,-4.591191558870321
2025-07-14 18:00:00.000000,497.2299034884843,BT_0001,1.8210950473546421,500.0,-0.005540193023031406,-0.5540193023031407,-0.5540193023031407,-2.7700965115157032
2025-07-16 03:00:00.000000,493.3328407012695,BT_0002,-3.897062787214792,500.0,-0.013334318597460992,-1.3334318597460992,-1.3334318597460992,-6.667159298730496
2025-07-19 21:00:00.000000,492.9684242716156,BT_0003,-0.3644164296538923,500.0,-0.014063151456768765,-1.4063151456768765,-1.4063151456768765,-7.031575728384382
2025-07-30 18:00:00.000000,495.3074256672556,BT_0004,2.3390013956399693,500.0,-0.009385148665488828,-0.9385148665488828,-0.9385148665488828,-4.692574332744414
2025-08-01 08:00:00.000000,480.7020271445325,BT_0005,-14.605398522723089,500.0,-0.038595945710934984,-3.8595945710934982,-3.8595945710934982,-19.297972855467492
2025-08-08 15:00:00.000000,478.87866225781505,BT_0006,-1.8233648867174546,500.0,-0.0422426754843699,-4.22426754843699,-4.22426754843699,-21.12133774218495
2025-08-12 08:00:00.000000,469.15864734721475,BT_0007,-9.720014910600302,500.0,-0.0616827053055705,-6.1682705305570495,-6.1682705305570495,-30.841352652785247
2025-08-15 13:00:00.000000,464.4811197658145,BT_0008,-4.6775275814002,500.0,-0.07103776046837094,-7.103776046837094,-7.103776046837094,-35.518880234185474
2025-08-16 17:00:00.000000,464.25881398146805,BT_0009,-0.2223057843464557,500.0,-0.0714823720370639,-7.1482372037063895,-7.1482372037063895,-35.74118601853195
2025-08-19 03:00:00.000000,460.95716491322156,BT_0010,-3.3016490682465056,500.0,-0.07808567017355687,-7.808567017355688,-7.808567017355688,-39.04283508677844
2025-08-21 02:00:00.000000,462.7845374198591,BT_0011,1.8273725066375257,500.0,-0.07443092516028184,-7.443092516028184,-7.443092516028184,-37.21546258014092
2025-08-23 23:00:00.000000,457.4168664820172,BT_0012,-5.367670937841844,500.0,-0.08516626703596558,-8.516626703596557,-8.516626703596557,-42.58313351798279
2025-08-25 14:00:00.000000,448.9804811995588,BT_0013,-8.43638528245838,500.0,-0.10203903760088236,-10.203903760088236,-10.203903760088236,-51.019518800441176
