trade_id,entry_time,entry_price,entry_regime,exit_time,exit_price,exit_regime,exit_reason,size,side,pnl,pnl_percent,fees_paid,duration_hours,is_winner,mfe,mae
BT_0000,2025-07-06T17:00:00,109028.13921999998,trend,2025-07-06T18:00:00,108355.52601,range,strategy_exit,392.54901960784366,long,-3.0105254684680944,-0.7669170773819811,0.5888235294117655,1.0,False,0.0,761.4692199999845
BT_0001,2025-07-07T17:00:00,108051.09314999999,trend,2025-07-07T21:00:00,108058.78305,chaos,strategy_exit,390.18546196554047,long,-0.5575090413691761,-0.14288308912401584,0.5852781929483107,4.0,False,263.6268500000151,537.893149999989
BT_0002,2025-07-08T12:00:00,109058.13918999999,trend,2025-07-08T14:00:00,108267.624,chaos,strategy_exit,389.74776271031624,long,-3.4097342764591527,-0.8748566644097635,0.5846216440654743,2.0,False,158.42081000001053,808.1391899999871
BT_0003,2025-07-13T19:00:00,119080.04108,trend,2025-07-13T21:00:00,118530.22112999999,range,strategy_exit,387.07078701562153,long,-2.367801069215282,-0.6117230100135977,0.5806061805234323,2.0,False,287.3289199999999,580.0310800000007
BT_0004,2025-07-14T17:00:00,120016.31641999999,trend,2025-07-14T20:00:00,120046.90293000001,trend,strategy_exit,385.2118310389276,long,-0.4796453823861161,-0.12451470690619718,0.5778177465583914,3.0,False,430.6835800000117,493.5964199999871
BT_0005,2025-07-15T02:00:00,118369.30105,trend,2025-07-15T12:00:00,117086.97581999999,trend,strategy_exit,384.8352623896977,long,-4.746272749058131,-1.233325844306827,0.5772528935845466,10.0,False,0.0,2119.3010499999946
BT_0006,2025-07-18T20:00:00,117522.40499999998,trend,2025-07-18T23:00:00,117806.91515999999,trend,strategy_exit,381.1089729608301,long,0.35096380362849433,0.0920901444282095,0.5716634594412452,3.0,True,499.21500000001106,154.39499999998952
BT_0007,2025-07-23T09:00:00,118158.04,trend,2025-07-23T10:00:00,118253.74788,trend,strategy_exit,381.38451395489386,long,-0.2631557419828594,-0.06900011205331286,0.5720767709323408,1.0,False,221.70000000001164,313.79999999998836
BT_0008,2025-07-25T02:00:00,116470.02366999998,trend,2025-07-25T09:00:00,115917.40656,trend,strategy_exit,381.1779108978555,long,-2.380347554138463,-0.624471535753898,0.5717668663467833,7.0,False,0.0,1746.863669999977
BT_0009,2025-07-27T18:00:00,119140.35132999999,trend,2025-07-27T20:00:00,118635.37587,no_trade,strategy_exit,379.3091047004491,long,-2.176662371130775,-0.5738492285466612,0.5689636570506736,2.0,False,29.618670000010752,426.6113299999852
BT_0010,2025-07-28T18:00:00,117894.33655999998,trend,2025-07-28T19:00:00,117950.66127,trend,strategy_exit,377.6002113408395,long,-0.38599960379385,-0.10222441412921478,0.5664003170112593,1.0,False,350.12344000002486,351.88655999998446
