fold,mode,total_trades,winning_trades,losing_trades,win_rate,total_pnl,total_return_pct,avg_win,avg_loss,largest_win,largest_loss,current_capital,peak_capital,current_drawdown,open_positions,start_time,end_time
15,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:10.378167,2026-02-19 16:15:10.378171
15,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:10.640955,2026-02-19 16:15:10.640969
16,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:10.871689,2026-02-19 16:15:10.871693
16,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:11.136499,2026-02-19 16:15:11.136504
17,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:11.401315,2026-02-19 16:15:11.401319
17,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:11.680136,2026-02-19 16:15:11.680140
18,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:11.911628,2026-02-19 16:15:11.911633
18,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:12.195372,2026-02-19 16:15:12.195377
19,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:12.469621,2026-02-19 16:15:12.469626
19,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:12.982178,2026-02-19 16:15:12.982182
20,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:13.232910,2026-02-19 16:15:13.232913
20,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:13.502125,2026-02-19 16:15:13.502130
21,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:13.747903,2026-02-19 16:15:13.747906
21,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:14.017730,2026-02-19 16:15:14.017735
22,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:14.274187,2026-02-19 16:15:14.274196
22,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:14.613982,2026-02-19 16:15:14.613987
23,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:15.170761,2026-02-19 16:15:15.170768
23,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:15.462535,2026-02-19 16:15:15.462540
24,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:15.697561,2026-02-19 16:15:15.697565
24,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:15:15.960333,2026-02-19 16:15:15.960338
