trade_id,entry_time,entry_price,entry_regime,exit_time,exit_price,exit_regime,exit_reason,size,side,pnl,pnl_percent,fees_paid,duration_hours,is_winner,mfe,mae
BT_0000,2025-07-13T20:00:00,119202.68359999999,trend,2025-07-14T03:00:00,120629.48976000001,trend,strategy_exit,392.54901960784366,long,4.109823702037315,1.0469580859335803,0.5888235294117655,7.0,True,2289.7964000000065,959.0035999999964
BT_0001,2025-07-15T03:00:00,117265.61846999999,trend,2025-07-15T14:00:00,115892.18181000001,trend,strategy_exit,395.7756341378354,long,-5.229061039620136,-1.3212185361059972,0.5936634512067531,11.0,False,1225.0915300000197,1528.6984699999884
BT_0002,2025-07-25T03:00:00,115535.07965999999,trend,2025-07-25T11:00:00,116427.03642,chaos,strategy_exit,391.6703085686903,long,2.4362772743660104,0.6220224564044893,0.5875054628530355,8.0,True,1247.0503400000161,811.919659999985
BT_0003,2025-08-01T01:00:00,115447.19185999999,trend,2025-08-01T13:00:00,114237.69795,chaos,strategy_exit,393.5830250797804,long,-4.7137859800620765,-1.1976598785241255,0.5903745376196706,12.0,False,604.8081400000083,1331.1918599999917
BT_0004,2025-08-07T14:00:00,116479.52316,trend,2025-08-07T22:00:00,117436.67577,chaos,strategy_exit,389.882240949551,long,2.618974133564606,0.6717346569020798,0.5848233614243264,8.0,True,1141.476840000003,847.2131599999993
BT_0005,2025-08-14T12:00:00,118985.23636999998,trend,2025-08-15T01:00:00,118562.95836,chaos,strategy_exit,391.93839240656956,long,-1.9788949870243278,-0.5048995008816488,0.5879075886098544,13.0,False,376.2136300000129,1805.2363699999842
BT_0006,2025-08-18T02:00:00,115568.69324,trend,2025-08-18T17:00:00,116312.56101,chaos,strategy_exit,390.38476583244295,long,1.9271677569906203,0.4936585455329422,0.5855771487486644,15.0,True,1231.3067600000068,928.5532399999938
BT_0007,2025-08-22T22:00:00,116873.93717999998,trend,2025-08-23T11:00:00,115194.81987,trend,strategy_exit,391.89778145969603,long,-6.218206737719784,-1.5866909770601199,0.5878466721895441,13.0,False,156.06282000002102,1650.507179999986
BT_0008,2025-08-23T14:00:00,114736.09146999998,trend,2025-08-23T19:00:00,115018.77609,no_trade,strategy_exit,387.01587954247543,long,0.3729986115165349,0.09637811553300822,0.5805238193137131,5.0,True,454.6485300000204,176.09146999998484
BT_0009,2025-08-24T14:00:00,114628.56404999999,trend,2025-08-24T19:00:00,112487.4,trend,strategy_exit,387.3087200210073,long,-7.8155604461711,-2.017914919588485,0.5809630800315109,5.0,False,288.5359500000195,3948.5640499999863
