entry_efficiency_threshold,stop_loss_atr_multiple,min_trade_value,mean_return_pct,mean_drawdown_pct,mean_trades,folds
0.6,3.0,50.0,-0.0386684522954539,0.038668452295451065,1.0,4
0.6,3.0,100.0,-0.0386684522954539,0.038668452295451065,1.0,4
0.6,3.5,50.0,-0.0386684522954539,0.038668452295451065,1.0,4
0.6,3.5,100.0,-0.0386684522954539,0.038668452295451065,1.0,4
0.7,3.0,50.0,-0.08025341642414474,0.08025341642414503,1.0,4
0.7,3.0,100.0,-0.07560874575867904,0.07560874575868012,1.0,4
0.7,3.5,50.0,-0.06704427448619987,0.06704427448619582,1.0,4
0.7,3.5,100.0,-0.07043047922062895,0.07043047922062441,1.0,4
