timestamp,capital,trade_id,trade_pnl,peak,drawdown,drawdown_pct,return_pct,cumulative_pnl
2026-01-25 10:53:30.168148,500.0,,0.0,500.0,0.0,0.0,0.0,0.0
2025-07-14 03:00:00.000000,504.1098237020373,BT_0000,4.109823702037315,504.1098237020373,0.0,0.0,0.8219647404074635,4.109823702037318
2025-07-15 14:00:00.000000,498.88076266241717,BT_0001,-5.229061039620136,504.1098237020373,-0.010372860820722418,-1.0372860820722418,-0.2238474675165662,-1.119237337582831
2025-07-25 11:00:00.000000,501.3170399367832,BT_0002,2.4362772743660104,504.1098237020373,-0.005540030433735084,-0.5540030433735084,0.26340798735664067,1.3170399367832033
2025-08-01 13:00:00.000000,496.6032539567211,BT_0003,-4.7137859800620765,504.1098237020373,-0.014890742834944404,-1.4890742834944404,-0.6793492086557763,-3.396746043278881
2025-08-07 22:00:00.000000,499.22222809028574,BT_0004,2.618974133564606,504.1098237020373,-0.009695497651401602,-0.9695497651401602,-0.15555438194285215,-0.7777719097142608
2025-08-15 01:00:00.000000,497.2433331032614,BT_0005,-1.9788949870243278,504.1098237020373,-0.013621021205955416,-1.3621021205955417,-0.5513333793477159,-2.7566668967385795
2025-08-18 17:00:00.000000,499.17050086025205,BT_0006,1.9271677569906203,504.1098237020373,-0.00979810868495342,-0.979810868495342,-0.1658998279495904,-0.8294991397479521
2025-08-23 11:00:00.000000,492.95229412253224,BT_0007,-6.218206737719784,504.1098237020373,-0.02213313261298381,-2.213313261298381,-1.4095411754935525,-7.047705877467763
2025-08-23 19:00:00.000000,493.3252927340488,BT_0008,0.3729986115165349,504.1098237020373,-0.02139321723347909,-2.139321723347909,-1.3349414531902426,-6.674707265951213
2025-08-24 19:00:00.000000,485.5097322878777,BT_0009,-7.8155604461711,504.1098237020373,-0.03689690329294899,-3.6896903292948995,-2.8980535424244636,-14.490267712122318
2025-09-04 14:00:00.000000,482.2744360278822,BT_0010,-3.2352962599955157,504.1098237020373,-0.04331474342991837,-4.331474342991837,-3.545112794423562,-17.72556397211781
2025-09-09 00:00:00.000000,477.6563363410793,BT_0011,-4.618099686802928,504.1098237020373,-0.05247564343557371,-5.247564343557372,-4.468732731784144,-22.34366365892072
2025-09-17 10:00:00.000000,474.9671748851847,BT_0012,-2.6891614558946038,504.1098237020373,-0.057810118840449086,-5.781011884044909,-5.006565022963059,-25.032825114815296
2025-09-17 22:00:00.000000,477.96722662308395,BT_0013,3.00005173789922,504.1098237020373,-0.05185893202193457,-5.185893202193457,-4.406554675383211,-22.032773376916055
2025-09-22 14:00:00.000000,478.02975515197915,BT_0014,0.06252852889518645,504.1098237020373,-0.05173489450876728,-5.173489450876728,-4.394048969604171,-21.970244848020855
2025-09-25 17:00:00.000000,466.9425055308552,BT_0015,-11.087249621123927,504.1098237020373,-0.07372861313877208,-7.372861313877207,-6.611498893828957,-33.057494469144785
2025-09-30 16:00:00.000000,464.9683610363066,BT_0016,-1.9741444945485984,504.1098237020373,-0.07764471316644278,-7.764471316644278,-7.0063277927386824,-35.03163896369341
2025-10-02 13:00:00.000000,466.41369322268145,BT_0017,1.4453321863748523,504.1098237020373,-0.07477761532700623,-7.477761532700623,-6.717261355463711,-33.586306777318555
2025-10-10 20:00:00.000000,455.87208038066234,BT_0018,-10.541612842019099,504.1098237020373,-0.09568895715447655,-9.568895715447654,-8.825583923867532,-44.12791961933766
2025-10-11 10:00:00.000000,450.41005832913714,BT_0019,-5.4620220515252225,504.1098237020373,-0.10652394150652444,-10.652394150652444,-9.917988334172572,-49.589941670862856
2025-10-13 12:00:00.000000,447.4952973688237,BT_0020,-2.9147609603134477,504.1098237020373,-0.11230593745912916,-11.230593745912916,-10.500940526235263,-52.504702631176315
2025-10-14 22:00:00.000000,450.10015671901755,BT_0021,2.604859350193867,504.1098237020373,-0.1071386916969567,-10.71386916969567,-9.97996865619649,-49.89984328098245
2025-10-17 17:00:00.000000,454.5917280513481,BT_0022,4.491571332330567,504.1098237020373,-0.09822878532110833,-9.822878532110833,-9.081654389730375,-45.40827194865187
2025-10-20 23:00:00.000000,452.7009604392372,BT_0023,-1.8907676121109471,504.1098237020373,-0.10197949106658596,-10.197949106658596,-9.459807912152565,-47.29903956076282
2025-10-21 12:00:00.000000,455.07278381186757,BT_0024,2.37182337263038,504.1098237020373,-0.09727451754472043,-9.727451754472042,-8.985443237626486,-44.927216188132434
2025-10-22 16:00:00.000000,453.8559123070742,BT_0025,-1.21687150479337,504.1098237020373,-0.09968841913437206,-9.968841913437206,-9.228817538585156,-46.14408769292578
2025-10-27 01:00:00.000000,458.14324374776066,BT_0026,4.287331440686469,504.1098237020373,-0.09118366235498315,-9.118366235498316,-8.371351250447868,-41.856756252239336
2025-11-03 15:00:00.000000,452.0220422501021,BT_0027,-6.12120149765857,504.1098237020373,-0.10332625749964074,-10.332625749964073,-9.595591549979577,-47.97795774989788
2025-11-08 11:00:00.000000,444.7113103063171,BT_0028,-7.310731943785041,504.1098237020373,-0.1178285179199934,-11.78285179199934,-11.05773793873658,-55.2886896936829
2025-11-10 01:00:00.000000,447.04285224896813,BT_0029,2.331541942651044,504.1098237020373,-0.11320345045844532,-11.320345045844531,-10.591429550206374,-52.95714775103187
2025-11-12 09:00:00.000000,451.64892255801635,BT_0030,4.606070309048219,504.1098237020373,-0.10406641306603236,-10.406641306603236,-9.67021548839673,-48.35107744198365
2025-11-12 15:00:00.000000,440.9030172781328,BT_0031,-10.745905279883592,504.1098237020373,-0.12538300872562244,-12.538300872562244,-11.819396544373443,-59.09698272186722
2025-11-13 23:00:00.000000,445.07636650576825,BT_0032,4.173349227635472,504.1098237020373,-0.11710435786143655,-11.710435786143655,-10.98472669884635,-54.92363349423175
2025-11-14 20:00:00.000000,437.36312552595876,BT_0033,-7.7132409798095,504.1098237020373,-0.13240507333483412,-13.240507333483412,-12.527374894808247,-62.636874474041235
2025-11-17 02:00:00.000000,439.38957835645033,BT_0034,2.0264528304915643,504.1098237020373,-0.12838520953688257,-12.838520953688256,-12.122084328709933,-60.61042164354967
2025-11-18 09:00:00.000000,444.89820691959517,BT_0035,5.5086285631448515,504.1098237020373,-0.11745777209340832,-11.745777209340833,-11.020358616080966,-55.10179308040483
2025-11-20 15:00:00.000000,432.0784899824863,BT_0036,-12.81971693710889,504.1098237020373,-0.1428881770059025,-14.28881770059025,-13.58430200350274,-67.9215100175137
2025-11-21 02:00:00.000000,423.9494089505743,BT_0037,-8.129081031911978,504.1098237020373,-0.15901379219866818,-15.901379219866818,-15.210118209885138,-76.05059104942569
2025-11-27 03:00:00.000000,425.0091513568768,BT_0038,1.059742406302512,504.1098237020373,-0.15691158677342953,-15.691158677342953,-14.998169728624635,-74.99084864312317
2025-12-01 12:00:00.000000,418.8821192264576,BT_0039,-6.127032130419247,504.1098237020373,-0.16906574811355993,-16.90657481135599,-16.223576154708486,-81.11788077354242
2025-12-02 14:00:00.000000,426.2710698107491,BT_0040,7.38895058429155,504.1098237020373,-0.15440832578834274,-15.440832578834273,-14.745786037850179,-73.72893018925089
2025-12-06 04:00:00.000000,428.2899832227922,BT_0041,2.0189134120431294,504.1098237020373,-0.1504034178950254,-15.04034178950254,-14.342003355441557,-71.71001677720778
2025-12-14 23:00:00.000000,423.55206734044236,BT_0042,-4.737915882349866,504.1098237020373,-0.15980199665620876,-15.980199665620876,-15.289586531911528,-76.44793265955764
2025-12-15 14:00:00.000000,415.6858048494726,BT_0043,-7.866262490969773,504.1098237020373,-0.17540626009468369,-17.54062600946837,-16.862839030105476,-84.31419515052738
2025-12-16 07:00:00.000000,415.5264558621344,BT_0044,-0.15934898733818526,504.1098237020373,-0.17572235984090168,-17.572235984090167,-16.89470882757312,-84.47354413786559
2025-12-19 21:00:00.000000,413.4120051603214,BT_0045,-2.1144507018129928,504.1098237020373,-0.1799167845523367,-17.99167845523367,-17.317598967935716,-86.58799483967857
2025-12-22 19:00:00.000000,404.53472142847676,BT_0046,-8.877283731844695,504.1098237020373,-0.19752660549701193,-19.752660549701194,-19.09305571430465,-95.46527857152324
2025-12-30 04:00:00.000000,402.0082319506068,BT_0047,-2.5264894778699905,504.1098237020373,-0.20253838935656096,-20.253838935656095,-19.598353609878643,-97.99176804939322
2025-12-30 20:00:00.000000,397.6128675588325,BT_0048,-4.395364391774285,504.1098237020373,-0.21125745053155653,-21.125745053155654,-20.477426488233505,-102.38713244116752
2026-01-04 18:00:00.000000,396.41854078359177,BT_0049,-1.1943267752407294,504.1098237020373,-0.213626630260033,-21.3626630260033,-20.71629184328165,-103.58145921640823
2026-01-19 09:00:00.000000,396.9849882634725,BT_0050,0.5664474798807314,504.1098237020373,-0.21250297138006738,-21.250297138006736,-20.603002347305505,-103.01501173652753
2026-01-20 16:00:00.000000,390.94280751564355,BT_0051,-6.042180747828927,504.1098237020373,-0.2244888134798243,-22.44888134798243,-21.81143849687129,-109.05719248435645
2026-01-21 04:00:00.000000,393.1213474106547,BT_0052,2.1785398950111694,504.1098237020373,-0.22016725537367077,-22.016725537367076,-21.37573051786906,-106.87865258934528
2026-01-25 12:00:00.000000,393.48367636765016,BT_0053,0.36232895699546014,504.1098237020373,-0.21944850533159738,-21.944850533159737,-21.303264726469965,-106.51632363234984
