trade_id,entry_time,entry_price,entry_regime,exit_time,exit_price,exit_regime,exit_reason,size,side,pnl,pnl_percent,fees_paid,duration_hours,is_winner,mfe,mae
BT_0000,2025-07-10T23:00:00,116126.00999999998,trend,2025-07-11T15:00:00,116785.68741,chaos,strategy_exit,392.5490196078444,long,1.6411309876938267,0.4180703315303941,0.5888235294117666,16.0,True,2743.9700000000157,903.789999999979
BT_0001,2025-07-14T08:00:00,122700.57799999998,trend,2025-07-14T13:00:00,121588.92936,chaos,strategy_exit,393.83746832837835,long,-4.158863974961895,-1.0559848438529646,0.5907562024925676,5.0,False,0.0,1512.5779999999795
BT_0002,2025-08-07T15:00:00,116806.49980999998,trend,2025-08-07T21:00:00,116988.67422,chaos,strategy_exit,390.5723523762715,long,0.023288119714632183,0.005962562268666872,0.5858585285644072,6.0,True,713.5001900000207,1174.1898099999817
BT_0003,2025-08-11T06:00:00,122422.93062999999,trend,2025-08-11T11:00:00,120440.97846,chaos,strategy_exit,390.59063583339554,long,-6.9093088148751916,-1.768938674152527,0.5858859537500933,5.0,False,0.0,2136.530629999994
BT_0004,2025-08-22T23:00:00,117052.92598999999,trend,2025-08-23T03:00:00,115453.20123,trend,strategy_exit,385.1661510305016,long,-5.841691356194231,-1.5166678952875128,0.5777492265457524,4.0,False,0.0,1594.7259899999917
BT_0005,2025-09-10T14:00:00,114013.88999,trend,2025-09-10T23:00:00,113846.04,chaos,strategy_exit,380.57985060105,long,-1.1311552299211818,-0.2972188958860401,0.5708697759015751,9.0,False,81.77001000000746,858.8599899999972
BT_0006,2025-09-17T00:00:00,116676.57000999998,trend,2025-09-17T04:00:00,116197.17651,no_trade,strategy_exit,379.6917828479903,long,-2.129591870972562,-0.5608738369313473,0.5695376742719854,4.0,False,400.5899900000222,516.3500099999801
BT_0007,2025-09-28T21:00:00,110944.82398999999,trend,2025-09-29T06:00:00,111521.19717,trend,strategy_exit,378.01984444576067,long,1.3968338189453278,0.36951335742527386,0.567029766668641,9.0,True,1405.1760100000101,110.83398999998462
BT_0008,2025-09-29T17:00:00,114157.95391,trend,2025-09-30T04:00:00,113977.53837000001,no_trade,strategy_exit,379.1164959381244,long,-1.1678314823986962,-0.308040271238764,0.5686747439071866,11.0,False,634.0460900000035,309.3239099999919
BT_0009,2025-10-03T19:00:00,122783.65099,trend,2025-10-04T01:00:00,121743.34479,chaos,strategy_exit,378.1996337311586,long,-3.771662740301277,-0.9972676871978001,0.5672994505967379,6.0,False,0.0,1084.8509899999917
BT_0010,2025-10-26T14:00:00,113688.93535999999,trend,2025-10-26T21:00:00,113383.56294,range,strategy_exit,375.2385087091651,long,-1.5707614004657335,-0.4186034652651225,0.5628577630637477,7.0,False,104.99464000000444,787.9353599999886
BT_0011,2025-11-09T22:00:00,104837.21247999999,trend,2025-11-10T10:00:00,105889.26474,range,strategy_exit,374.0053070135835,long,3.192173941094018,0.853510332937089,0.5610079605203753,12.0,True,1832.8975200000132,572.1924799999833
BT_0012,2025-11-18T19:00:00,93288.80561,trend,2025-11-19T00:00:00,92324.09349,no_trade,strategy_exit,376.51147651557176,long,-4.458323170802562,-1.1841134862772702,0.5647672147733577,5.0,False,134.93439000000944,1358.9456099999952
BT_0013,2025-11-27T00:00:00,90576.33585,trend,2025-11-27T11:00:00,91280.50812,no_trade,strategy_exit,373.01125573598443,long,2.3404037217310094,0.6274351472620269,0.5595168836039767,11.0,True,1373.6641499999969,190.83585000000312
BT_0014,2025-12-02T18:00:00,92046.44449,trend,2025-12-03T03:00:00,92536.28109,chaos,strategy_exit,374.84870210888914,long,1.4325309262058286,0.3821624346426829,0.5622730531633338,9.0,True,1040.645510000002,1325.574489999999
BT_0015,2025-12-09T19:00:00,93894.63083,trend,2025-12-10T01:00:00,92224.04364,chaos,strategy_exit,375.9733793301693,long,-7.253334165658799,-1.9292148232891577,0.563960068995254,6.0,False,0.0,1918.6308299999946
BT_0016,2025-12-15T10:00:00,89948.80894999999,trend,2025-12-15T14:00:00,87961.95998999999,trend,strategy_exit,370.27880089893415,long,-8.734381981569701,-2.3588663354113293,0.5554182013484013,4.0,False,0.0,2108.8089499999915
BT_0017,2025-12-19T09:00:00,88193.13502999999,trend,2025-12-19T17:00:00,86856.30675,no_trade,strategy_exit,363.421454731444,long,-6.053861156052651,-1.665796302677355,0.545132182097166,8.0,False,1206.8349700000108,1319.995029999991
BT_0018,2025-12-22T12:00:00,90298.68847999998,trend,2025-12-22T17:00:00,89219.61108,no_trade,strategy_exit,358.6685802081433,long,-4.824124468616603,-1.3450089399570648,0.5380028703122149,5.0,False,156.05152000002272,1206.598479999986
BT_0019,2025-12-29T05:00:00,90073.984,trend,2025-12-29T09:00:00,88011.94995000001,chaos,strategy_exit,354.8811695468994,long,-8.656499489253504,-2.4392670651716566,0.5323217543203491,4.0,False,47.22600000000966,2303.883999999991
BT_0020,2025-12-30T15:00:00,89105.36635,trend,2025-12-30T19:00:00,88137.93384,chaos,strategy_exit,348.0849687714147,long,-4.301346694668056,-1.2357174484867586,0.5221274531571221,4.0,False,294.6336500000034,1145.1663499999995
BT_0021,2026-01-04T03:00:00,91328.01677999999,trend,2026-01-04T10:00:00,91509.01938,no_trade,strategy_exit,344.70798991544365,long,0.16611328395775726,0.048189565898517354,0.5170619848731655,7.0,True,481.98322000000917,153.55677999998443
