trade_id,entry_time,entry_price,entry_regime,exit_time,exit_price,exit_regime,exit_reason,size,side,pnl,pnl_percent,fees_paid,duration_hours,is_winner,mfe,mae
BT_0000,2025-12-19T15:00:00,88039.82186999999,trend,2025-12-19T16:00:00,87895.26675,chaos,strategy_exit,392.5490196078437,long,-1.2333610742409697,-0.31419288105039644,0.5888235294117656,1.0,False,842.7281300000177,166.91186999998172
BT_0001,2025-12-21T12:00:00,88726.64800999999,trend,2025-12-21T13:00:00,87582.4299,range,strategy_exit,391.5807102468117,long,-5.637192626763603,-1.4395991628930098,0.5873710653702175,1.0,False,0.0,1126.6080099999963
BT_0002,2025-12-22T00:00:00,88711.02239999999,trend,2025-12-22T19:00:00,87964.37757,trend,strategy_exit,387.1549613688581,long,-3.839259313849366,-0.9916595929120869,0.5807324420532871,19.0,False,1877.2076000000088,811.0223999999871
BT_0003,2025-12-27T23:00:00,87964.88700999999,trend,2025-12-28T01:00:00,87698.17404000001,range,strategy_exit,384.140766409515,long,-1.74094094339554,-0.45320390222255197,0.5762111496142724,2.0,False,0.0,258.9170099999901
BT_0004,2025-12-29T01:00:00,88534.01557,trend,2025-12-29T09:00:00,88011.94995000001,chaos,strategy_exit,382.77395708846484,long,-2.8312947834614004,-0.7396780086600943,0.5741609356326973,8.0,False,1872.0644299999985,763.9155699999974
BT_0005,2025-12-30T14:00:00,88964.70582999999,trend,2025-12-30T18:00:00,88215.696,chaos,strategy_exit,380.5511131055277,long,-3.774754810309351,-0.9919179527567438,0.5708266696582915,4.0,False,435.2941700000083,834.7958299999882
BT_0006,2026-01-01T17:00:00,88404.68636999998,trend,2026-01-02T04:00:00,88549.00236,range,strategy_exit,377.58756050543394,long,0.050010446188167634,0.013244728221773057,0.5663813407581509,11.0,True,715.3236300000135,342.36636999997427
BT_0007,2026-01-02T14:00:00,89669.57999999999,trend,2026-01-02T18:00:00,89683.3269,chaos,strategy_exit,377.6268236086772,long,-0.5085477128711351,-0.13466938286092914,0.5664402354130158,4.0,False,1292.2300000000105,869.5799999999872
BT_0008,2026-01-04T00:00:00,91432.81146999999,trend,2026-01-04T12:00:00,91059.82901999999,no_trade,strategy_exit,377.2275637964547,long,-2.104668148570543,-0.5579306367193742,0.5658413456946821,12.0,False,377.188530000014,427.44146999999066
BT_0009,2026-01-05T00:00:00,92497.86546,trend,2026-01-05T10:00:00,92986.92,chaos,strategy_exit,375.5751929598114,long,1.4223776632175438,0.37871981160633955,0.5633627894397171,10.0,True,890.1345399999991,342.8654600000009
BT_0010,2026-01-05T15:00:00,94051.68772999999,trend,2026-01-05T21:00:00,94001.68422,chaos,strategy_exit,376.69189887422704,long,-0.7653098220195418,-0.20316598905013075,0.5650378483113405,6.0,False,737.3922700000112,801.6877299999906
BT_0011,2026-01-05T22:00:00,94265.39121999999,trend,2026-01-06T00:00:00,93722.8833,chaos,strategy_exit,376.091055633568,long,-2.7285828736714257,-0.7255112379832641,0.564136583450352,2.0,False,0.0,709.4612199999974
BT_0012,2026-01-12T02:00:00,92295.76355999999,trend,2026-01-12T08:00:00,90661.51773,no_trade,strategy_exit,373.9488505696107,long,-7.182292731012473,-1.9206618017603685,0.5609232758544161,6.0,False,224.18644000000495,1906.8735599999927
BT_0013,2026-01-13T14:00:00,92554.49203,trend,2026-01-14T05:00:00,94909.995,chaos,strategy_exit,368.31004662941933,long,8.820990390599404,2.3949904357278573,0.552465069944129,15.0,True,3940.507970000006,421.8320299999905
BT_0014,2026-01-14T15:00:00,96861.33456999999,trend,2026-01-15T00:00:00,96561.37197,chaos,strategy_exit,375.23538888902067,long,-1.7248914071170907,-0.45968249749152607,0.562853083333531,9.0,False,1063.1554300000134,614.7745699999941
BT_0015,2026-01-23T18:00:00,90620.98044999999,trend,2026-01-23T19:00:00,89892.80721,chaos,strategy_exit,373.88118002743187,long,-3.5650959335259276,-0.9535371460163773,0.5608217700411479,1.0,False,0.0,1008.9704499999934
