timestamp,capital,cash,position_value,open_positions
2026-02-14 15:17:38.969473,500.0,500.0,0.0,0
2026-02-14 15:17:38.969746,500.0,,,0
2026-02-14 16:17:38.969482,500.0,500.0,0.0,0
2026-02-14 17:17:38.969482,500.0,500.0,0.0,0
2026-02-14 18:17:38.969482,500.0,500.0,0.0,0
2026-02-14 19:17:38.969482,500.0,500.0,0.0,0
2026-02-14 20:17:38.969482,500.0,500.0,0.0,0
2026-02-14 21:17:38.969482,500.0,500.0,0.0,0
2026-02-14 22:17:38.969482,500.0,500.0,0.0,0
2026-02-14 23:17:38.969482,500.0,500.0,0.0,0
2026-02-15 00:17:38.969482,500.0,500.0,0.0,0
2026-02-15 01:17:38.969482,500.0,500.0,0.0,0
2026-02-15 02:17:38.969482,500.0,500.0,0.0,0
2026-02-15 03:17:38.969482,500.0,500.0,0.0,0
2026-02-15 04:17:38.969482,500.0,500.0,0.0,0
2026-02-15 05:17:38.969482,500.0,500.0,0.0,0
2026-02-15 06:17:38.969482,500.0,500.0,0.0,0
2026-02-15 07:17:38.969482,500.0,500.0,0.0,0
2026-02-15 08:17:38.969482,500.0,500.0,0.0,0
2026-02-15 09:17:38.969482,500.0,500.0,0.0,0
2026-02-15 10:17:38.969482,500.0,500.0,0.0,0
2026-02-15 11:17:38.969482,500.0,500.0,0.0,0
2026-02-15 12:17:38.969482,500.0,500.0,0.0,0
2026-02-15 13:17:38.969482,500.0,500.0,0.0,0
2026-02-15 14:17:38.969482,500.0,500.0,0.0,0
2026-02-15 15:17:38.969482,500.0,500.0,0.0,0
2026-02-15 16:17:38.969482,500.0,500.0,0.0,0
2026-02-15 17:17:38.969482,500.0,500.0,0.0,0
2026-02-15 18:17:38.969482,500.0,500.0,0.0,0
2026-02-15 19:17:38.969482,500.0,500.0,0.0,0
2026-02-15 20:17:38.969482,500.0,500.0,0.0,0
2026-02-15 21:17:38.969482,500.0,500.0,0.0,0
2026-02-15 22:17:38.969482,500.0,500.0,0.0,0
2026-02-15 23:17:38.969482,500.0,500.0,0.0,0
2026-02-16 00:17:38.969482,500.0,500.0,0.0,0
2026-02-16 01:17:38.969482,500.0,500.0,0.0,0
2026-02-16 02:17:38.969482,500.0,500.0,0.0,0
2026-02-16 03:17:38.969482,500.0,500.0,0.0,0
2026-02-16 04:17:38.969482,500.0,500.0,0.0,0
2026-02-16 05:17:38.969482,500.0,500.0,0.0,0
2026-02-16 06:17:38.969482,500.0,500.0,0.0,0
2026-02-16 07:17:38.969482,500.0,500.0,0.0,0
2026-02-16 08:17:38.969482,500.0,500.0,0.0,0
2026-02-16 09:17:38.969482,500.0,500.0,0.0,0
2026-02-16 10:17:38.969482,500.0,500.0,0.0,0
2026-02-16 11:17:38.969482,500.0,500.0,0.0,0
2026-02-16 12:17:38.969482,500.0,500.0,0.0,0
2026-02-16 13:17:38.969482,500.0,500.0,0.0,0
2026-02-16 14:17:38.969482,500.0,500.0,0.0,0
2026-02-16 15:17:38.969482,500.0,500.0,0.0,0
2026-02-16 16:17:38.969482,500.0,500.0,0.0,0
2026-02-16 17:17:38.969482,500.0,500.0,0.0,0
2026-02-16 18:17:38.969482,500.0,500.0,0.0,0
2026-02-16 19:17:38.969482,500.0,500.0,0.0,0
2026-02-16 20:17:38.969482,500.0,500.0,0.0,0
2026-02-16 21:17:38.969482,500.0,500.0,0.0,0
2026-02-16 22:17:38.969482,500.0,500.0,0.0,0
2026-02-16 23:17:38.969482,500.0,500.0,0.0,0
2026-02-17 00:17:38.969482,500.0,500.0,0.0,0
2026-02-17 01:17:38.969482,500.0,500.0,0.0,0
2026-02-17 02:17:38.969482,500.0,500.0,0.0,0
